Year,Month,State,City,AVG_Frost_Days
2006,September,FL,Alachua,0.0
2006,October,FL,Alachua,0.0
2006,November,FL,Alachua,0.23809523809523808
2006,December,FL,Alachua,0.6666666666666666
2007,January,FL,Alachua,2.0952380952380953
2007,February,FL,Alachua,0.38095238095238093
2007,March,FL,Alachua,0.38095238095238093
2007,April,FL,Alachua,0.047619047619047616
2007,May,FL,Alachua,0.0
2007,June,FL,Alachua,0.0
2007,July,FL,Alachua,0.0
2007,August,FL,Alachua,0.0
2007,September,FL,Alachua,0.0
2007,October,FL,Alachua,0.0
2007,November,FL,Alachua,0.09523809523809523
2007,December,FL,Alachua,1.0476190476190477
2008,January,FL,Alachua,2.619047619047619
2008,February,FL,Alachua,0.7619047619047619
2008,March,FL,Alachua,0.2857142857142857
2008,April,FL,Alachua,0.0
2008,May,FL,Alachua,0.0
2008,June,FL,Alachua,0.0
2008,July,FL,Alachua,0.0
2008,August,FL,Alachua,0.0
2008,September,FL,Alachua,0.0
2008,October,FL,Alachua,0.0
2008,November,FL,Alachua,0.047619047619047616
2008,December,FL,Alachua,1.2380952380952381
2009,January,FL,Alachua,1.7142857142857142
2009,February,FL,Alachua,0.8571428571428571
2009,March,FL,Alachua,0.47619047619047616
2009,April,FL,Alachua,0.0
2009,May,FL,Alachua,0.0
2009,June,FL,Alachua,0.0
2009,July,FL,Alachua,0.0
2009,August,FL,Alachua,0.0
2009,September,FL,Alachua,0.0
2009,October,FL,Alachua,0.0
2009,November,FL,Alachua,0.14285714285714285
2009,December,FL,Alachua,0.9047619047619048
2010,January,FL,Alachua,1.3333333333333333
2010,February,FL,Alachua,1.4285714285714286
2010,March,FL,Alachua,0.42857142857142855
2010,April,FL,Alachua,0.0
2010,May,FL,Alachua,0.0
2010,June,FL,Alachua,0.0
2010,July,FL,Alachua,0.0
2010,August,FL,Alachua,0.0
2010,September,FL,Alachua,0.0
2010,October,FL,Alachua,0.0
2010,November,FL,Alachua,0.19047619047619047
2010,December,FL,Alachua,0.5238095238095238
2011,January,FL,Alachua,2.9047619047619047
2011,February,FL,Alachua,1.1904761904761905
2011,March,FL,Alachua,0.38095238095238093
2011,April,FL,Alachua,0.047619047619047616
2011,May,FL,Alachua,0.0
2011,June,FL,Alachua,0.0
2011,July,FL,Alachua,0.0
2011,August,FL,Alachua,0.0
2011,September,FL,Alachua,0.0
2011,October,FL,Alachua,0.0
2011,November,FL,Alachua,0.14285714285714285
2011,December,FL,Alachua,0.9523809523809523
2012,January,FL,Alachua,2.2857142857142856
2012,February,FL,Alachua,1.2857142857142858
2012,March,FL,Alachua,0.23809523809523808
2012,April,FL,Alachua,0.0
2012,May,FL,Alachua,0.0
2012,June,FL,Alachua,0.0
2012,July,FL,Alachua,0.0
2012,August,FL,Alachua,0.0
2012,September,FL,Alachua,0.0
2012,October,FL,Alachua,0.0
2012,November,FL,Alachua,0.14285714285714285
2012,December,FL,Alachua,0.5714285714285714
2013,January,FL,Alachua,1.7142857142857142
2013,February,FL,Alachua,0.5238095238095238
2013,March,FL,Alachua,0.2857142857142857
2013,April,FL,Alachua,0.0
2013,May,FL,Alachua,0.0
2013,June,FL,Alachua,0.0
2013,July,FL,Alachua,0.0
2013,August,FL,Alachua,0.0
2013,September,FL,Alachua,0.0
2013,October,FL,Alachua,0.0
2013,November,FL,Alachua,0.0
2013,December,FL,Alachua,0.9523809523809523
2014,January,FL,Alachua,1.5714285714285714
2014,February,FL,Alachua,0.9523809523809523
2014,March,FL,Alachua,0.42857142857142855
2014,April,FL,Alachua,0.0
2014,May,FL,Alachua,0.0
2014,June,FL,Alachua,0.0
2014,July,FL,Alachua,0.0
2014,August,FL,Alachua,0.0
2014,September,FL,Alachua,0.0
2014,October,FL,Alachua,0.0
2014,November,FL,Alachua,0.047619047619047616
2014,December,FL,Alachua,1.2380952380952381
2015,January,FL,Alachua,2.4761904761904763
2015,February,FL,Alachua,0.8095238095238095
2015,March,FL,Alachua,0.42857142857142855
2015,April,FL,Alachua,0.09523809523809523
2015,May,FL,Alachua,0.0
2015,June,FL,Alachua,0.0
2015,July,FL,Alachua,0.0
2015,August,FL,Alachua,0.0
2015,September,FL,Alachua,0.0
2015,October,FL,Alachua,0.0
2015,November,FL,Alachua,0.14285714285714285
2015,December,FL,Alachua,1.619047619047619
2016,January,FL,Alachua,2.3333333333333335
2016,February,FL,Alachua,1.0476190476190477
2016,March,FL,Alachua,0.47619047619047616
2016,April,FL,Alachua,0.0
2016,May,FL,Alachua,0.0
2016,June,FL,Alachua,0.0
2016,July,FL,Alachua,0.0
2016,August,FL,Alachua,0.0
2016,September,FL,Alachua,0.0
2016,October,FL,Alachua,0.0
2016,November,FL,Alachua,0.2857142857142857
2016,December,FL,Alachua,1.2380952380952381
2017,January,FL,Alachua,2.7142857142857144
2017,February,FL,Alachua,1.0
2017,March,FL,Alachua,0.42857142857142855
2017,April,FL,Alachua,0.0
2017,May,FL,Alachua,0.0
2017,June,FL,Alachua,0.0
2017,July,FL,Alachua,0.0
2017,August,FL,Alachua,0.0
2017,September,FL,Alachua,0.0
2017,October,FL,Alachua,0.0
2017,November,FL,Alachua,0.09523809523809523
2017,December,FL,Alachua,1.0952380952380953
2018,January,FL,Alachua,1.9523809523809523
2018,February,FL,Alachua,1.1904761904761905
2018,March,FL,Alachua,0.42857142857142855
2018,April,FL,Alachua,0.047619047619047616
2018,May,FL,Alachua,0.0
2018,June,FL,Alachua,0.0
2018,July,FL,Alachua,0.0
2018,August,FL,Alachua,0.0
2018,September,FL,Alachua,0.0
2018,October,FL,Alachua,0.0
2018,November,FL,Alachua,0.2857142857142857
2018,December,FL,Alachua,0.9523809523809523
2019,January,FL,Alachua,2.142857142857143
2019,February,FL,Alachua,0.47619047619047616
2019,March,FL,Alachua,0.38095238095238093
2019,April,FL,Alachua,0.0
2019,May,FL,Alachua,0.0
2019,June,FL,Alachua,0.0
2019,July,FL,Alachua,0.0
2019,August,FL,Alachua,0.0
2019,September,FL,Alachua,0.0
2019,October,FL,Alachua,0.0
2019,November,FL,Alachua,0.09523809523809523
2019,December,FL,Alachua,0.7142857142857143
2020,January,FL,Alachua,2.0
2020,February,FL,Alachua,1.0476190476190477
2020,March,FL,Alachua,0.2857142857142857
2020,April,FL,Alachua,0.0
2020,May,FL,Alachua,0.0
2020,June,FL,Alachua,0.0
2020,July,FL,Alachua,0.0
2020,August,FL,Alachua,0.0
2020,September,FL,Alachua,0.0
2020,October,FL,Alachua,0.0
2020,November,FL,Alachua,0.14285714285714285
2020,December,FL,Alachua,0.5714285714285714
2021,January,FL,Alachua,2.1904761904761907
2021,February,FL,Alachua,1.4285714285714286
2021,March,FL,Alachua,0.8095238095238095
2021,April,FL,Alachua,0.0
2021,May,FL,Alachua,0.0
2021,June,FL,Alachua,0.0
2021,July,FL,Alachua,0.0
2021,August,FL,Alachua,0.0
2021,September,FL,Alachua,0.0
2021,October,FL,Alachua,0.0
2021,November,FL,Alachua,0.14285714285714285
2021,December,FL,Alachua,0.9523809523809523
2022,January,FL,Alachua,1.7619047619047619
2022,February,FL,Alachua,0.7142857142857143
2022,March,FL,Alachua,0.5238095238095238
2022,April,FL,Alachua,0.0
2022,May,FL,Alachua,0.0
2022,June,FL,Alachua,0.0
2022,July,FL,Alachua,0.0
2022,August,FL,Alachua,0.0
2022,September,FL,Alachua,0.0
2022,October,FL,Alachua,0.0
2022,November,FL,Alachua,0.14285714285714285
2022,December,FL,Alachua,1.2380952380952381
2023,January,FL,Alachua,1.2857142857142858
2023,February,FL,Alachua,0.9523809523809523
2023,March,FL,Alachua,0.2857142857142857
2023,April,FL,Alachua,0.047619047619047616
2023,May,FL,Alachua,0.0
2023,June,FL,Alachua,0.0
2006,January,MS,Ackerman,15.761904761904763
2006,February,MS,Ackerman,8.619047619047619
2006,March,MS,Ackerman,4.238095238095238
2006,April,MS,Ackerman,0.19047619047619047
2006,May,MS,Ackerman,0.0
2006,June,MS,Ackerman,0.0
2006,July,MS,Ackerman,0.0
2006,August,MS,Ackerman,0.0
2006,September,MS,Ackerman,0.0
2006,October,MS,Ackerman,0.14285714285714285
2006,November,MS,Ackerman,4.476190476190476
2006,December,MS,Ackerman,11.380952380952381
2007,January,MS,Ackerman,14.0
2007,February,MS,Ackerman,8.285714285714286
2007,March,MS,Ackerman,2.857142857142857
2007,April,MS,Ackerman,0.23809523809523808
2007,May,MS,Ackerman,0.0
2007,June,MS,Ackerman,0.0
2007,July,MS,Ackerman,0.0
2007,August,MS,Ackerman,0.0
2007,September,MS,Ackerman,0.0
2007,October,MS,Ackerman,0.19047619047619047
2007,November,MS,Ackerman,3.1904761904761907
2007,December,MS,Ackerman,13.952380952380953
2008,January,MS,Ackerman,14.285714285714286
2008,February,MS,Ackerman,7.285714285714286
2008,March,MS,Ackerman,2.761904761904762
2008,April,MS,Ackerman,0.09523809523809523
2008,May,MS,Ackerman,0.0
2008,June,MS,Ackerman,0.0
2008,July,MS,Ackerman,0.0
2008,August,MS,Ackerman,0.0
2008,September,MS,Ackerman,0.0
2008,October,MS,Ackerman,0.09523809523809523
2008,November,MS,Ackerman,2.7142857142857144
2008,December,MS,Ackerman,11.523809523809524
2009,January,MS,Ackerman,14.571428571428571
2009,February,MS,Ackerman,9.0
2009,March,MS,Ackerman,4.190476190476191
2009,April,MS,Ackerman,0.42857142857142855
2009,May,MS,Ackerman,0.0
2009,June,MS,Ackerman,0.0
2009,July,MS,Ackerman,0.0
2009,August,MS,Ackerman,0.0
2009,September,MS,Ackerman,0.0
2009,October,MS,Ackerman,0.38095238095238093
2009,November,MS,Ackerman,3.238095238095238
2009,December,MS,Ackerman,12.619047619047619
2010,January,MS,Ackerman,14.095238095238095
2010,February,MS,Ackerman,10.952380952380953
2010,March,MS,Ackerman,4.238095238095238
2010,April,MS,Ackerman,0.2857142857142857
2010,May,MS,Ackerman,0.0
2010,June,MS,Ackerman,0.0
2010,July,MS,Ackerman,0.0
2010,August,MS,Ackerman,0.0
2010,September,MS,Ackerman,0.0
2010,October,MS,Ackerman,0.14285714285714285
2010,November,MS,Ackerman,3.380952380952381
2010,December,MS,Ackerman,11.428571428571429
2011,January,MS,Ackerman,16.952380952380953
2011,February,MS,Ackerman,8.80952380952381
2011,March,MS,Ackerman,3.761904761904762
2011,April,MS,Ackerman,0.3333333333333333
2011,May,MS,Ackerman,0.0
2011,June,MS,Ackerman,0.0
2011,July,MS,Ackerman,0.0
2011,August,MS,Ackerman,0.0
2011,September,MS,Ackerman,0.0
2011,October,MS,Ackerman,0.19047619047619047
2011,November,MS,Ackerman,3.8095238095238093
2011,December,MS,Ackerman,12.380952380952381
2012,January,MS,Ackerman,13.761904761904763
2012,February,MS,Ackerman,9.666666666666666
2012,March,MS,Ackerman,2.8095238095238093
2012,April,MS,Ackerman,0.2857142857142857
2012,May,MS,Ackerman,0.0
2012,June,MS,Ackerman,0.0
2012,July,MS,Ackerman,0.0
2012,August,MS,Ackerman,0.0
2012,September,MS,Ackerman,0.0
2012,October,MS,Ackerman,0.09523809523809523
2012,November,MS,Ackerman,2.9047619047619047
2012,December,MS,Ackerman,12.19047619047619
2013,January,MS,Ackerman,13.333333333333334
2013,February,MS,Ackerman,7.571428571428571
2013,March,MS,Ackerman,3.761904761904762
2013,April,MS,Ackerman,0.14285714285714285
2013,May,MS,Ackerman,0.0
2013,June,MS,Ackerman,0.0
2013,July,MS,Ackerman,0.0
2013,August,MS,Ackerman,0.0
2013,September,MS,Ackerman,0.0
2013,October,MS,Ackerman,0.19047619047619047
2013,November,MS,Ackerman,3.1904761904761907
2013,December,MS,Ackerman,12.238095238095237
2014,January,MS,Ackerman,14.857142857142858
2014,February,MS,Ackerman,9.0
2014,March,MS,Ackerman,4.333333333333333
2014,April,MS,Ackerman,0.6190476190476191
2014,May,MS,Ackerman,0.047619047619047616
2014,June,MS,Ackerman,0.0
2014,July,MS,Ackerman,0.0
2014,August,MS,Ackerman,0.0
2014,September,MS,Ackerman,0.0
2014,October,MS,Ackerman,0.0
2014,November,MS,Ackerman,3.5238095238095237
2014,December,MS,Ackerman,11.428571428571429
2015,January,MS,Ackerman,15.095238095238095
2015,February,MS,Ackerman,9.333333333333334
2015,March,MS,Ackerman,4.666666666666667
2015,April,MS,Ackerman,0.3333333333333333
2015,May,MS,Ackerman,0.0
2015,June,MS,Ackerman,0.0
2015,July,MS,Ackerman,0.0
2015,August,MS,Ackerman,0.0
2015,September,MS,Ackerman,0.0
2015,October,MS,Ackerman,0.19047619047619047
2015,November,MS,Ackerman,4.333333333333333
2015,December,MS,Ackerman,12.476190476190476
2016,January,MS,Ackerman,13.80952380952381
2016,February,MS,Ackerman,11.047619047619047
2016,March,MS,Ackerman,2.6666666666666665
2016,April,MS,Ackerman,0.09523809523809523
2016,May,MS,Ackerman,0.0
2016,June,MS,Ackerman,0.0
2016,July,MS,Ackerman,0.0
2016,August,MS,Ackerman,0.0
2016,September,MS,Ackerman,0.0
2016,October,MS,Ackerman,0.38095238095238093
2016,November,MS,Ackerman,3.2857142857142856
2016,December,MS,Ackerman,13.142857142857142
2017,January,MS,Ackerman,14.523809523809524
2017,February,MS,Ackerman,9.619047619047619
2017,March,MS,Ackerman,3.6666666666666665
2017,April,MS,Ackerman,0.3333333333333333
2017,May,MS,Ackerman,0.0
2017,June,MS,Ackerman,0.0
2017,July,MS,Ackerman,0.0
2017,August,MS,Ackerman,0.0
2017,September,MS,Ackerman,0.0
2017,October,MS,Ackerman,0.14285714285714285
2017,November,MS,Ackerman,3.1904761904761907
2017,December,MS,Ackerman,10.428571428571429
2018,January,MS,Ackerman,13.666666666666666
2018,February,MS,Ackerman,10.047619047619047
2018,March,MS,Ackerman,3.0476190476190474
2018,April,MS,Ackerman,0.47619047619047616
2018,May,MS,Ackerman,0.0
2018,June,MS,Ackerman,0.0
2018,July,MS,Ackerman,0.0
2018,August,MS,Ackerman,0.0
2018,September,MS,Ackerman,0.0
2018,October,MS,Ackerman,0.09523809523809523
2018,November,MS,Ackerman,3.4761904761904763
2018,December,MS,Ackerman,11.142857142857142
2019,January,MS,Ackerman,13.904761904761905
2019,February,MS,Ackerman,6.809523809523809
2019,March,MS,Ackerman,4.190476190476191
2019,April,MS,Ackerman,0.3333333333333333
2019,May,MS,Ackerman,0.0
2019,June,MS,Ackerman,0.0
2019,July,MS,Ackerman,0.0
2019,August,MS,Ackerman,0.0
2019,September,MS,Ackerman,0.0
2019,October,MS,Ackerman,0.5714285714285714
2019,November,MS,Ackerman,3.0
2019,December,MS,Ackerman,11.761904761904763
2020,January,MS,Ackerman,15.095238095238095
2020,February,MS,Ackerman,8.333333333333334
2020,March,MS,Ackerman,3.0952380952380953
2020,April,MS,Ackerman,0.2857142857142857
2020,May,MS,Ackerman,0.0
2020,June,MS,Ackerman,0.0
2020,July,MS,Ackerman,0.0
2020,August,MS,Ackerman,0.0
2020,September,MS,Ackerman,0.0
2020,October,MS,Ackerman,0.19047619047619047
2020,November,MS,Ackerman,3.4761904761904763
2020,December,MS,Ackerman,10.80952380952381
2021,January,MS,Ackerman,13.095238095238095
2021,February,MS,Ackerman,10.761904761904763
2021,March,MS,Ackerman,3.7142857142857144
2021,April,MS,Ackerman,0.09523809523809523
2021,May,MS,Ackerman,0.0
2021,June,MS,Ackerman,0.0
2021,July,MS,Ackerman,0.0
2021,August,MS,Ackerman,0.0
2021,September,MS,Ackerman,0.0
2021,October,MS,Ackerman,0.5238095238095238
2021,November,MS,Ackerman,3.3333333333333335
2021,December,MS,Ackerman,11.904761904761905
2022,January,MS,Ackerman,14.476190476190476
2022,February,MS,Ackerman,9.571428571428571
2022,March,MS,Ackerman,4.476190476190476
2022,April,MS,Ackerman,0.19047619047619047
2022,May,MS,Ackerman,0.0
2022,June,MS,Ackerman,0.0
2022,July,MS,Ackerman,0.0
2022,August,MS,Ackerman,0.0
2022,September,MS,Ackerman,0.0
2022,October,MS,Ackerman,0.19047619047619047
2022,November,MS,Ackerman,3.142857142857143
2022,December,MS,Ackerman,9.380952380952381
2023,January,MS,Ackerman,13.904761904761905
2023,February,MS,Ackerman,9.571428571428571
2023,March,MS,Ackerman,3.5238095238095237
2023,April,MS,Ackerman,0.23809523809523808
2023,May,MS,Ackerman,0.0
2023,June,MS,Ackerman,0.0
